TrainingRecordID,EmpID,TrainingDate,TrainingProgramName,TrainingPurpose,TrainingCategory,TrainingType,DeliveryMode,LocationCode,Trainer,TrainerGender,TrainingProvider,TrainingDurationDays,TrainingCostUSD,CompletionStatus,TrainingResult,AssessmentAttempts,FeedbackSubmitted,OverallSatisfactionScore,TrainerEvaluationScore,JobRelevanceScore,PersonalRelevanceScore,DigitalContentUsabilityScore
TRN-058683,3578,2021-10-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.37,Completed,Passed,1.0,Yes,3,,2,3,4
TRN-058684,3599,2021-10-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.87,Completed,Passed,1.0,Yes,3,,4,2,4
TRN-058685,3611,2021-10-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.83,Completed,Passed,2.0,Yes,3,,3,3,3
TRN-058686,3783,2021-10-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.74,Completed,Passed,1.0,Yes,4,,4,1,4
TRN-058687,3793,2021-10-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.01,Incomplete,Failed,2.0,Yes,2,,3,3,3
TRN-058688,3825,2021-10-29,Project Management,Employee Initiated,Professional Skills,External,Live Online,Online,David Hall,Male,CustomerFirst Training,2,426.06,Incomplete,Not Taken,0.0,Yes,5,5,4,4,
TRN-058689,3940,2021-10-29,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.55,Completed,Passed,2.0,Yes,1,,4,4,2
TRN-058690,1344,2021-10-30,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.78,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-058691,1462,2021-10-30,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.06,Completed,Passed,1.0,Yes,4,,4,4,5
TRN-058692,1700,2021-10-30,Secure Coding,Job Required,Information Security,Internal,In-person,US-MA-02,Internal Trainer 06,Female,Internal L&D,2,566.37,Completed,Passed,1.0,Yes,4,5,4,4,
TRN-058693,2541,2021-10-30,Data & BI Skills,Job Required,Technical Skills,Internal,Hybrid,US-MA-01,Internal Trainer 06,Female,Internal L&D,3,679.45,Completed,Passed,1.0,Yes,4,3,4,5,5
TRN-058694,3011,2021-10-30,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.66,Incomplete,Not Taken,0.0,No,,,,,
TRN-058695,1303,2021-10-31,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.12,Completed,Passed,2.0,Yes,3,,4,3,4
TRN-058696,1304,2021-10-31,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.75,Completed,Passed,1.0,Yes,4,,3,1,4
TRN-058697,1493,2021-10-31,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.85,Completed,Passed,1.0,Yes,4,,4,2,4
TRN-058698,1865,2021-10-31,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.66,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-058699,1998,2021-10-31,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.35,Completed,Passed,1.0,No,,,,,
TRN-058700,2026,2021-10-31,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 17,Male,Internal L&D,2,500.27,Cancelled,Not Taken,,No,,,,,
TRN-058701,2196,2021-10-31,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.65,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-058702,2206,2021-10-31,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.41,Incomplete,Failed,1.0,Yes,2,,2,4,4
TRN-058703,2906,2021-10-31,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.17,Completed,Passed,2.0,Yes,5,,4,4,5
TRN-058704,1171,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.85,Completed,Passed,1.0,Yes,3,,4,3,3
TRN-058705,1515,2021-11-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.47,Cancelled,Not Taken,,No,,,,,
TRN-058706,2002,2021-11-01,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,148.59,Cancelled,Not Taken,,No,,,,,
TRN-058707,2338,2021-11-01,Technical Skills,Job Required,Technical Skills,External,Hybrid,EXT-NYC-01,Robert King,Male,SafeWorks Institute,2,712.97,Completed,Passed,1.0,Yes,5,5,5,3,
TRN-058708,2756,2021-11-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.55,Completed,Passed,1.0,Yes,5,,3,4,4
TRN-058709,2795,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.06,Completed,Passed,1.0,Yes,4,,4,2,4
TRN-058710,3015,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.51,Completed,Passed,2.0,Yes,4,,4,3,4
TRN-058711,3145,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.58,Completed,Passed,1.0,No,,,,,
TRN-058712,3258,2021-11-01,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 11,Male,Internal L&D,2,482.43,Completed,Passed,1.0,Yes,4,4,5,3,
TRN-058713,3308,2021-11-01,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.98,Completed,Passed,1.0,Yes,4,,5,3,4
TRN-058714,3351,2021-11-01,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 06,Female,Internal L&D,2,575.91,Completed,Passed,1.0,Yes,4,4,4,5,
TRN-058715,3419,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.14,Completed,Passed,2.0,Yes,4,,4,4,4
TRN-058716,3460,2021-11-01,Sales Excellence,Job Required,Customer Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,112.92,Completed,Passed,1.0,Yes,4,,4,3,5
TRN-058717,3624,2021-11-01,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.48,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-058718,3935,2021-11-01,IT Infrastructure,Job Required,Technical Skills,Internal,Live Online,Online,Internal Trainer 07,Male,Internal L&D,2,337.27,Completed,Passed,1.0,Yes,3,3,4,3,
TRN-058719,3940,2021-11-01,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.28,Incomplete,Not Taken,0.0,No,,,,,
TRN-058720,3993,2021-11-01,Technical Skills,Job Required,Technical Skills,External,In-person,EXT-CHI-01,Daniel Brooks,Male,SkillForge Institute,2,920.5,Completed,Passed,1.0,Yes,4,4,4,4,
TRN-058721,1050,2021-11-02,Project Management,Job Required,Professional Skills,Internal,Hybrid,US-MA-01,Internal Trainer 02,Male,Internal L&D,2,379.72,Incomplete,Failed,3.0,Yes,4,3,4,3,
TRN-058722,1123,2021-11-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.61,Incomplete,Not Taken,0.0,No,,,,,
TRN-058723,1131,2021-11-02,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 15,Female,Internal L&D,2,624.26,Cancelled,Not Taken,,No,,,,,
TRN-058724,1203,2021-11-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.86,Completed,Passed,1.0,No,,,,,
TRN-058725,1380,2021-11-02,Business Compliance,Mandatory,Business Compliance,Internal,Live Online,Online,Internal Trainer 03,Female,Internal L&D,1,67.46,Completed,Failed,1.0,Yes,3,4,3,3,
TRN-058726,1385,2021-11-02,Data & BI Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,144.82,Completed,Passed,2.0,Yes,3,,5,3,4
TRN-058727,2277,2021-11-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.66,Completed,Failed,2.0,Yes,5,,3,3,4
TRN-058728,2285,2021-11-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.11,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-058729,2422,2021-11-02,Equipment Operation,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,128.84,Incomplete,Not Taken,0.0,No,,,,,
TRN-058730,2952,2021-11-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.09,Completed,Passed,1.0,No,,,,,
TRN-058731,3389,2021-11-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.76,Incomplete,Failed,3.0,No,,,,,
TRN-058732,3585,2021-11-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.27,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-058733,1013,2021-11-03,Agile Delivery,Job Required,Professional Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,107.1,Completed,Not Applicable,,Yes,4,,2,5,4
TRN-058734,1900,2021-11-03,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.96,Completed,Passed,1.0,Yes,4,,4,2,3
TRN-058735,2059,2021-11-03,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.28,Incomplete,Failed,2.0,Yes,4,,3,3,4
TRN-058736,2189,2021-11-03,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.87,Completed,Passed,1.0,Yes,3,,3,2,3
TRN-058737,2337,2021-11-03,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.7,Cancelled,Not Taken,,No,,,,,
TRN-058738,2408,2021-11-03,Data & BI Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,3,209.42,Completed,Passed,1.0,Yes,5,,,5,4
TRN-058739,2589,2021-11-03,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.11,Completed,Passed,1.0,Yes,4,,2,1,5
TRN-058740,2662,2021-11-03,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.9,Completed,Passed,2.0,Yes,4,,4,4,4
TRN-058741,2718,2021-11-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.77,Completed,Passed,2.0,Yes,5,,4,3,5
TRN-058742,2886,2021-11-03,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.15,Completed,Failed,2.0,Yes,4,,3,2,4
TRN-058743,2957,2021-11-03,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.53,Completed,Passed,1.0,Yes,3,,1,3,4
TRN-058744,3057,2021-11-03,Equipment Operation,Job Required,Technical Skills,Internal,Hybrid,US-MA-02,Internal Trainer 05,Male,Internal L&D,2,379.45,Completed,Passed,2.0,Yes,5,4,5,4,4
TRN-058745,3334,2021-11-03,Equipment Operation,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,127.0,Completed,Passed,1.0,Yes,4,,3,4,4
TRN-058746,3703,2021-11-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.23,Completed,Passed,2.0,Yes,3,,3,2,4
TRN-058747,3791,2021-11-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.33,Completed,Passed,1.0,No,,,,,
TRN-058748,3953,2021-11-03,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.58,Completed,Passed,1.0,Yes,4,,4,3,2
TRN-058749,1161,2021-11-04,Quality Management,Job Required,Operational Excellence,External,In-person,EXT-CHI-01,Sofia Grant,Female,SkillForge Institute,2,734.95,Completed,Not Applicable,,Yes,5,4,5,3,
TRN-058750,1181,2021-11-04,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.33,Completed,Passed,1.0,Yes,4,,2,,5
TRN-058751,1191,2021-11-04,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.06,Completed,Passed,1.0,No,,,,,
TRN-058752,1347,2021-11-04,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.74,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-058753,1349,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.35,Completed,Passed,2.0,Yes,5,,5,4,5
TRN-058754,1413,2021-11-04,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.1,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-058755,1422,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.23,Completed,Passed,1.0,Yes,3,,2,3,5
TRN-058756,1493,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.35,Completed,Passed,1.0,Yes,5,,5,2,4
TRN-058757,1594,2021-11-04,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 09,Female,Internal L&D,2,545.12,Completed,Passed,1.0,Yes,5,4,5,5,
TRN-058758,1898,2021-11-04,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.05,Completed,Passed,1.0,Yes,4,,2,4,5
TRN-058759,2090,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.14,Completed,Passed,1.0,Yes,4,,3,4,5
TRN-058760,2206,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.01,Completed,Passed,1.0,No,,,,,
TRN-058761,2533,2021-11-04,Technical Skills,Job Required,Technical Skills,Internal,Hybrid,US-MA-02,Internal Trainer 07,Male,Internal L&D,2,437.25,Completed,Passed,1.0,Yes,4,4,5,3,
TRN-058762,2710,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.45,Completed,Passed,1.0,No,,,,,
TRN-058763,3009,2021-11-04,Communication Skills,Job Required,Professional Skills,Internal,In-person,US-MA-02,Internal Trainer 12,Female,Internal L&D,1,181.26,Completed,Not Applicable,,Yes,3,3,4,4,
TRN-058764,3349,2021-11-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.97,Completed,Passed,1.0,Yes,3,,3,4,5
TRN-058765,1128,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.23,Completed,Passed,1.0,Yes,3,,2,2,3
TRN-058766,1165,2021-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.68,Completed,Passed,1.0,Yes,3,,3,2,3
TRN-058767,1251,2021-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.15,Completed,Passed,3.0,Yes,2,,2,3,2
TRN-058768,1420,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.56,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-058769,1455,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.12,Incomplete,Failed,1.0,No,,,,,
TRN-058770,1455,2021-11-05,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-01,Internal Trainer 15,Female,Internal L&D,2,444.74,Completed,Not Applicable,,Yes,4,4,4,3,
TRN-058771,1743,2021-11-05,Quality Management,Job Required,Operational Excellence,Internal,Self-paced Online,Online,,,Corporate Learning Platform,3,173.65,Completed,Not Applicable,,No,,,,,
TRN-058772,1893,2021-11-05,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.58,Completed,Passed,1.0,Yes,4,,5,3,4
TRN-058773,1956,2021-11-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.5,Completed,Passed,1.0,No,,,,,
TRN-058774,2016,2021-11-05,Technical Skills,Job Required,Technical Skills,Internal,Live Online,Online,Internal Trainer 15,Female,Internal L&D,2,274.71,Incomplete,Failed,1.0,No,,,,,
TRN-058775,2180,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.64,Completed,Passed,1.0,Yes,5,,3,3,5
TRN-058776,2234,2021-11-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.08,Completed,Passed,1.0,Yes,4,,4,,3
TRN-058777,2547,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.28,Cancelled,Not Taken,,No,,,,,
TRN-058778,2646,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.36,Completed,Passed,1.0,Yes,4,,4,3,5
TRN-058779,2800,2021-11-05,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.21,Completed,Passed,1.0,Yes,3,,5,5,2
TRN-058780,3179,2021-11-05,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.35,Completed,Passed,1.0,No,,,,,
TRN-058781,3184,2021-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.45,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-058782,3393,2021-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.6,Incomplete,Not Taken,0.0,No,,,,,
TRN-058783,3414,2021-11-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.84,Completed,Passed,1.0,Yes,5,,5,3,5
TRN-058784,3459,2021-11-05,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,67.59,Incomplete,Not Applicable,,No,,,,,
TRN-058785,3547,2021-11-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.72,Completed,Passed,2.0,No,,,,,
TRN-058786,3591,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.29,Completed,Passed,1.0,Yes,5,,5,3,4
TRN-058787,3656,2021-11-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.12,Completed,Passed,1.0,No,,,,,
TRN-058788,3701,2021-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.55,Completed,Passed,2.0,Yes,4,,3,4,3
TRN-058789,3814,2021-11-05,IT Infrastructure,Job Required,Technical Skills,Internal,Live Online,Online,Internal Trainer 15,Female,Internal L&D,2,307.51,Completed,Passed,1.0,Yes,5,4,4,4,
TRN-058790,3865,2021-11-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.39,Completed,Passed,1.0,Yes,5,,4,3,4
